ID,rock_type
TEST_25430,Mud_Sandstone
TEST_25431,Andesite
TEST_25432,Mud_Sandstone
TEST_25433,Mud_Sandstone
TEST_25434,Mud_Sandstone
TEST_25435,Mud_Sandstone
TEST_25436,Mud_Sandstone
TEST_25437,Mud_Sandstone
TEST_25438,Mud_Sandstone
TEST_25439,Mud_Sandstone
TEST_25440,Mud_Sandstone
TEST_25441,Mud_Sandstone
TEST_25442,Mud_Sandstone
TEST_25443,Mud_Sandstone
TEST_25444,Mud_Sandstone
TEST_25445,Mud_Sandstone
TEST_25446,Mud_Sandstone
TEST_25447,Mud_Sandstone
TEST_25448,Mud_Sandstone
TEST_25449,Mud_Sandstone
TEST_25450,Mud_Sandstone
TEST_25451,Mud_Sandstone
TEST_25452,Mud_Sandstone
TEST_25453,Mud_Sandstone
TEST_25454,Mud_Sandstone
TEST_25455,Mud_Sandstone
TEST_25456,Mud_Sandstone
TEST_25457,Mud_Sandstone
TEST_25458,Mud_Sandstone
TEST_25459,Mud_Sandstone
TEST_25460,Mud_Sandstone
TEST_25461,Mud_Sandstone
TEST_25462,Mud_Sandstone
TEST_25463,Mud_Sandstone
TEST_25464,Mud_Sandstone
TEST_25465,Mud_Sandstone
TEST_25466,Mud_Sandstone
TEST_25467,Mud_Sandstone
TEST_25468,Mud_Sandstone
TEST_25469,Mud_Sandstone
TEST_25470,Mud_Sandstone
TEST_25471,Mud_Sandstone
TEST_25472,Mud_Sandstone
TEST_25473,Mud_Sandstone
TEST_25474,Mud_Sandstone
TEST_25475,Mud_Sandstone
TEST_25476,Mud_Sandstone
TEST_25477,Mud_Sandstone
TEST_25478,Mud_Sandstone
TEST_25479,Mud_Sandstone
TEST_25480,Mud_Sandstone
TEST_25481,Mud_Sandstone
TEST_25482,Mud_Sandstone
TEST_25483,Mud_Sandstone
TEST_25484,Mud_Sandstone
TEST_25485,Mud_Sandstone
TEST_25486,Mud_Sandstone
TEST_25487,Mud_Sandstone
TEST_25488,Mud_Sandstone
TEST_25489,Mud_Sandstone
TEST_25490,Mud_Sandstone
TEST_25491,Mud_Sandstone
TEST_25492,Mud_Sandstone
TEST_25493,Mud_Sandstone
TEST_25494,Mud_Sandstone
TEST_25495,Mud_Sandstone
TEST_25496,Mud_Sandstone
TEST_25497,Mud_Sandstone
TEST_25498,Mud_Sandstone
TEST_25499,Weathered_Rock
TEST_25500,Mud_Sandstone
TEST_25501,Mud_Sandstone
TEST_25502,Mud_Sandstone
TEST_25503,Andesite
TEST_25504,Mud_Sandstone
TEST_25505,Mud_Sandstone
TEST_25506,Mud_Sandstone
TEST_25507,Weathered_Rock
TEST_25508,Mud_Sandstone
TEST_25509,Mud_Sandstone
TEST_25510,Mud_Sandstone
TEST_25511,Mud_Sandstone
TEST_25512,Mud_Sandstone
TEST_25513,Mud_Sandstone
TEST_25514,Mud_Sandstone
TEST_25515,Mud_Sandstone
TEST_25516,Mud_Sandstone
TEST_25517,Weathered_Rock
TEST_25518,Mud_Sandstone
TEST_25519,Mud_Sandstone
TEST_25520,Mud_Sandstone
TEST_25521,Mud_Sandstone
TEST_25522,Mud_Sandstone
TEST_25523,Mud_Sandstone
TEST_25524,Mud_Sandstone
TEST_25525,Mud_Sandstone
TEST_25526,Mud_Sandstone
TEST_25527,Mud_Sandstone
TEST_25528,Mud_Sandstone
TEST_25529,Weathered_Rock
TEST_25530,Mud_Sandstone
TEST_25531,Weathered_Rock
TEST_25532,Mud_Sandstone
TEST_25533,Mud_Sandstone
TEST_25534,Mud_Sandstone
TEST_25535,Mud_Sandstone
TEST_25536,Mud_Sandstone
TEST_25537,Mud_Sandstone
TEST_25538,Mud_Sandstone
TEST_25539,Mud_Sandstone
TEST_25540,Mud_Sandstone
TEST_25541,Mud_Sandstone
TEST_25542,Mud_Sandstone
TEST_25543,Mud_Sandstone
TEST_25544,Mud_Sandstone
TEST_25545,Mud_Sandstone
TEST_25546,Mud_Sandstone
TEST_25547,Mud_Sandstone
TEST_25548,Mud_Sandstone
TEST_25549,Mud_Sandstone
TEST_25550,Mud_Sandstone
TEST_25551,Mud_Sandstone
TEST_25552,Mud_Sandstone
TEST_25553,Mud_Sandstone
TEST_25554,Mud_Sandstone
TEST_25555,Mud_Sandstone
TEST_25556,Mud_Sandstone
TEST_25557,Mud_Sandstone
TEST_25558,Mud_Sandstone
TEST_25559,Mud_Sandstone
TEST_25560,Mud_Sandstone
TEST_25561,Mud_Sandstone
TEST_25562,Mud_Sandstone
TEST_25563,Mud_Sandstone
TEST_25564,Mud_Sandstone
TEST_25565,Mud_Sandstone
TEST_25566,Mud_Sandstone
TEST_25567,Mud_Sandstone
TEST_25568,Mud_Sandstone
TEST_25569,Mud_Sandstone
TEST_25570,Mud_Sandstone
TEST_25571,Mud_Sandstone
TEST_25572,Mud_Sandstone
TEST_25573,Mud_Sandstone
TEST_25574,Mud_Sandstone
TEST_25575,Mud_Sandstone
TEST_25576,Mud_Sandstone
TEST_25577,Mud_Sandstone
TEST_25578,Mud_Sandstone
TEST_25579,Mud_Sandstone
TEST_25580,Mud_Sandstone
TEST_25581,Mud_Sandstone
TEST_25582,Mud_Sandstone
TEST_25583,Mud_Sandstone
TEST_25584,Mud_Sandstone
TEST_25585,Mud_Sandstone
TEST_25586,Mud_Sandstone
TEST_25587,Mud_Sandstone
TEST_25588,Mud_Sandstone
TEST_25589,Mud_Sandstone
TEST_25590,Mud_Sandstone
TEST_25591,Mud_Sandstone
TEST_25592,Mud_Sandstone
TEST_25593,Mud_Sandstone
TEST_25594,Mud_Sandstone
TEST_25595,Mud_Sandstone
TEST_25596,Mud_Sandstone
TEST_25597,Mud_Sandstone
TEST_25598,Mud_Sandstone
TEST_25599,Mud_Sandstone
TEST_25600,Mud_Sandstone
TEST_25601,Mud_Sandstone
TEST_25602,Mud_Sandstone
TEST_25603,Mud_Sandstone
TEST_25604,Mud_Sandstone
TEST_25605,Mud_Sandstone
TEST_25606,Andesite
TEST_25607,Mud_Sandstone
TEST_25608,Mud_Sandstone
TEST_25609,Mud_Sandstone
TEST_25610,Mud_Sandstone
TEST_25611,Mud_Sandstone
TEST_25612,Mud_Sandstone
TEST_25613,Mud_Sandstone
TEST_25614,Mud_Sandstone
TEST_25615,Mud_Sandstone
TEST_25616,Mud_Sandstone
TEST_25617,Mud_Sandstone
TEST_25618,Mud_Sandstone
TEST_25619,Mud_Sandstone
TEST_25620,Mud_Sandstone
TEST_25621,Mud_Sandstone
TEST_25622,Mud_Sandstone
TEST_25623,Mud_Sandstone
TEST_25624,Mud_Sandstone
TEST_25625,Mud_Sandstone
TEST_25626,Mud_Sandstone
TEST_25627,Mud_Sandstone
TEST_25628,Mud_Sandstone
TEST_25629,Mud_Sandstone
TEST_25630,Mud_Sandstone
TEST_25631,Mud_Sandstone
TEST_25632,Mud_Sandstone
TEST_25633,Mud_Sandstone
TEST_25634,Mud_Sandstone
TEST_25635,Mud_Sandstone
TEST_25636,Mud_Sandstone
TEST_25637,Mud_Sandstone
TEST_25638,Mud_Sandstone
TEST_25639,Mud_Sandstone
TEST_25640,Mud_Sandstone
TEST_25641,Mud_Sandstone
TEST_25642,Mud_Sandstone
TEST_25643,Mud_Sandstone
TEST_25644,Mud_Sandstone
TEST_25645,Mud_Sandstone
TEST_25646,Mud_Sandstone
TEST_25647,Mud_Sandstone
TEST_25648,Mud_Sandstone
TEST_25649,Mud_Sandstone
TEST_25650,Mud_Sandstone
TEST_25651,Mud_Sandstone
TEST_25652,Mud_Sandstone
TEST_25653,Mud_Sandstone
TEST_25654,Mud_Sandstone
TEST_25655,Mud_Sandstone
TEST_25656,Mud_Sandstone
TEST_25657,Mud_Sandstone
TEST_25658,Mud_Sandstone
TEST_25659,Mud_Sandstone
TEST_25660,Mud_Sandstone
TEST_25661,Mud_Sandstone
TEST_25662,Mud_Sandstone
TEST_25663,Mud_Sandstone
TEST_25664,Mud_Sandstone
TEST_25665,Mud_Sandstone
TEST_25666,Mud_Sandstone
TEST_25667,Mud_Sandstone
TEST_25668,Mud_Sandstone
TEST_25669,Mud_Sandstone
TEST_25670,Mud_Sandstone
TEST_25671,Mud_Sandstone
TEST_25672,Mud_Sandstone
TEST_25673,Mud_Sandstone
TEST_25674,Mud_Sandstone
TEST_25675,Mud_Sandstone
TEST_25676,Mud_Sandstone
TEST_25677,Mud_Sandstone
TEST_25678,Mud_Sandstone
TEST_25679,Mud_Sandstone
TEST_25680,Mud_Sandstone
TEST_25681,Mud_Sandstone
TEST_25682,Mud_Sandstone
TEST_25683,Mud_Sandstone
TEST_25684,Mud_Sandstone
TEST_25685,Mud_Sandstone
TEST_25686,Mud_Sandstone
TEST_25687,Mud_Sandstone
TEST_25688,Mud_Sandstone
TEST_25689,Mud_Sandstone
TEST_25690,Mud_Sandstone
TEST_25691,Mud_Sandstone
TEST_25692,Mud_Sandstone
TEST_25693,Mud_Sandstone
TEST_25694,Mud_Sandstone
TEST_25695,Mud_Sandstone
TEST_25696,Mud_Sandstone
TEST_25697,Mud_Sandstone
TEST_25698,Mud_Sandstone
TEST_25699,Mud_Sandstone
TEST_25700,Mud_Sandstone
TEST_25701,Mud_Sandstone
TEST_25702,Mud_Sandstone
TEST_25703,Mud_Sandstone
TEST_25704,Mud_Sandstone
TEST_25705,Mud_Sandstone
TEST_25706,Mud_Sandstone
TEST_25707,Mud_Sandstone
TEST_25708,Mud_Sandstone
TEST_25709,Mud_Sandstone
TEST_25710,Mud_Sandstone
TEST_25711,Mud_Sandstone
TEST_25712,Mud_Sandstone
TEST_25713,Mud_Sandstone
TEST_25714,Mud_Sandstone
TEST_25715,Mud_Sandstone
TEST_25716,Mud_Sandstone
TEST_25717,Mud_Sandstone
TEST_25718,Mud_Sandstone
TEST_25719,Mud_Sandstone
TEST_25720,Mud_Sandstone
TEST_25721,Mud_Sandstone
TEST_25722,Basalt
TEST_25723,Mud_Sandstone
TEST_25724,Mud_Sandstone
TEST_25725,Mud_Sandstone
TEST_25726,Mud_Sandstone
TEST_25727,Mud_Sandstone
TEST_25728,Mud_Sandstone
TEST_25729,Mud_Sandstone
TEST_25730,Mud_Sandstone
TEST_25731,Mud_Sandstone
TEST_25732,Mud_Sandstone
TEST_25733,Mud_Sandstone
TEST_25734,Mud_Sandstone
TEST_25735,Mud_Sandstone
TEST_25736,Mud_Sandstone
TEST_25737,Mud_Sandstone
TEST_25738,Mud_Sandstone
TEST_25739,Mud_Sandstone
TEST_25740,Mud_Sandstone
TEST_25741,Mud_Sandstone
TEST_25742,Mud_Sandstone
TEST_25743,Mud_Sandstone
TEST_25744,Mud_Sandstone
TEST_25745,Mud_Sandstone
TEST_25746,Mud_Sandstone
TEST_25747,Mud_Sandstone
TEST_25748,Mud_Sandstone
TEST_25749,Mud_Sandstone
TEST_25750,Mud_Sandstone
TEST_25751,Mud_Sandstone
TEST_25752,Mud_Sandstone
TEST_25753,Mud_Sandstone
TEST_25754,Mud_Sandstone
TEST_25755,Mud_Sandstone
TEST_25756,Mud_Sandstone
TEST_25757,Mud_Sandstone
TEST_25758,Mud_Sandstone
TEST_25759,Mud_Sandstone
TEST_25760,Mud_Sandstone
TEST_25761,Mud_Sandstone
TEST_25762,Mud_Sandstone
TEST_25763,Mud_Sandstone
TEST_25764,Mud_Sandstone
TEST_25765,Mud_Sandstone
TEST_25766,Mud_Sandstone
TEST_25767,Mud_Sandstone
TEST_25768,Mud_Sandstone
TEST_25769,Mud_Sandstone
TEST_25770,Mud_Sandstone
TEST_25771,Mud_Sandstone
TEST_25772,Mud_Sandstone
TEST_25773,Mud_Sandstone
TEST_25774,Mud_Sandstone
TEST_25775,Mud_Sandstone
TEST_25776,Mud_Sandstone
TEST_25777,Mud_Sandstone
TEST_25778,Mud_Sandstone
TEST_25779,Mud_Sandstone
TEST_25780,Mud_Sandstone
TEST_25781,Mud_Sandstone
TEST_25782,Mud_Sandstone
TEST_25783,Mud_Sandstone
TEST_25784,Mud_Sandstone
TEST_25785,Mud_Sandstone
TEST_25786,Mud_Sandstone
TEST_25787,Mud_Sandstone
TEST_25788,Mud_Sandstone
TEST_25789,Mud_Sandstone
TEST_25790,Mud_Sandstone
TEST_25791,Mud_Sandstone
TEST_25792,Mud_Sandstone
TEST_25793,Mud_Sandstone
TEST_25794,Mud_Sandstone
TEST_25795,Mud_Sandstone
TEST_25796,Mud_Sandstone
TEST_25797,Mud_Sandstone
TEST_25798,Mud_Sandstone
TEST_25799,Mud_Sandstone
TEST_25800,Mud_Sandstone
TEST_25801,Mud_Sandstone
TEST_25802,Mud_Sandstone
TEST_25803,Mud_Sandstone
TEST_25804,Mud_Sandstone
TEST_25805,Mud_Sandstone
TEST_25806,Mud_Sandstone
TEST_25807,Mud_Sandstone
TEST_25808,Mud_Sandstone
TEST_25809,Mud_Sandstone
TEST_25810,Mud_Sandstone
TEST_25811,Mud_Sandstone
TEST_25812,Mud_Sandstone
TEST_25813,Mud_Sandstone
TEST_25814,Mud_Sandstone
TEST_25815,Mud_Sandstone
TEST_25816,Mud_Sandstone
TEST_25817,Mud_Sandstone
TEST_25818,Mud_Sandstone
TEST_25819,Mud_Sandstone
TEST_25820,Mud_Sandstone
TEST_25821,Mud_Sandstone
TEST_25822,Mud_Sandstone
TEST_25823,Mud_Sandstone
TEST_25824,Mud_Sandstone
TEST_25825,Mud_Sandstone
TEST_25826,Mud_Sandstone
TEST_25827,Mud_Sandstone
TEST_25828,Mud_Sandstone
TEST_25829,Mud_Sandstone
TEST_25830,Basalt
TEST_25831,Mud_Sandstone
TEST_25832,Mud_Sandstone
TEST_25833,Mud_Sandstone
TEST_25834,Mud_Sandstone
TEST_25835,Mud_Sandstone
TEST_25836,Mud_Sandstone
TEST_25837,Mud_Sandstone
TEST_25838,Mud_Sandstone
TEST_25839,Mud_Sandstone
TEST_25840,Mud_Sandstone
TEST_25841,Mud_Sandstone
TEST_25842,Mud_Sandstone
TEST_25843,Mud_Sandstone
TEST_25844,Mud_Sandstone
TEST_25845,Mud_Sandstone
TEST_25846,Mud_Sandstone
TEST_25847,Mud_Sandstone
TEST_25848,Mud_Sandstone
TEST_25849,Mud_Sandstone
TEST_25850,Mud_Sandstone
TEST_25851,Mud_Sandstone
TEST_25852,Mud_Sandstone
TEST_25853,Mud_Sandstone
TEST_25854,Mud_Sandstone
TEST_25855,Mud_Sandstone
TEST_25856,Mud_Sandstone
TEST_25857,Mud_Sandstone
TEST_25858,Mud_Sandstone
TEST_25859,Mud_Sandstone
TEST_25860,Mud_Sandstone
TEST_25861,Mud_Sandstone
TEST_25862,Mud_Sandstone
TEST_25863,Mud_Sandstone
TEST_25864,Andesite
TEST_25865,Mud_Sandstone
TEST_25866,Mud_Sandstone
TEST_25867,Mud_Sandstone
TEST_25868,Mud_Sandstone
TEST_25869,Mud_Sandstone
TEST_25870,Mud_Sandstone
TEST_25871,Mud_Sandstone
TEST_25872,Mud_Sandstone
TEST_25873,Mud_Sandstone
TEST_25874,Mud_Sandstone
TEST_25875,Mud_Sandstone
TEST_25876,Mud_Sandstone
TEST_25877,Mud_Sandstone
TEST_25878,Mud_Sandstone
TEST_25879,Mud_Sandstone
TEST_25880,Mud_Sandstone
TEST_25881,Mud_Sandstone
TEST_25882,Mud_Sandstone
TEST_25883,Mud_Sandstone
TEST_25884,Gneiss
TEST_25885,Gneiss
TEST_25886,Gneiss
TEST_25887,Gneiss
TEST_25888,Gneiss
TEST_25889,Gneiss
TEST_25890,Gneiss
TEST_25891,Gneiss
TEST_25892,Gneiss
TEST_25893,Gneiss
TEST_25894,Mud_Sandstone
TEST_25895,Gneiss
TEST_25896,Gneiss
TEST_25897,Gneiss
TEST_25898,Gneiss
TEST_25899,Gneiss
TEST_25900,Gneiss
TEST_25901,Gneiss
TEST_25902,Gneiss
TEST_25903,Gneiss
TEST_25904,Gneiss
TEST_25905,Gneiss
TEST_25906,Gneiss
TEST_25907,Gneiss
TEST_25908,Gneiss
TEST_25909,Gneiss
TEST_25910,Gneiss
TEST_25911,Gneiss
TEST_25912,Gneiss
TEST_25913,Gneiss
TEST_25914,Gneiss
TEST_25915,Gneiss
TEST_25916,Gneiss
TEST_25917,Gneiss
TEST_25918,Gneiss
TEST_25919,Gneiss
TEST_25920,Gneiss
TEST_25921,Gneiss
TEST_25922,Gneiss
TEST_25923,Gneiss
TEST_25924,Gneiss
TEST_25925,Gneiss
TEST_25926,Mud_Sandstone
TEST_25927,Gneiss
TEST_25928,Gneiss
TEST_25929,Gneiss
TEST_25930,Gneiss
TEST_25931,Gneiss
TEST_25932,Gneiss
TEST_25933,Gneiss
TEST_25934,Etc
TEST_25935,Gneiss
TEST_25936,Gneiss
TEST_25937,Gneiss
TEST_25938,Gneiss
TEST_25939,Gneiss
TEST_25940,Gneiss
TEST_25941,Gneiss
TEST_25942,Gneiss
TEST_25943,Gneiss
TEST_25944,Gneiss
TEST_25945,Gneiss
TEST_25946,Gneiss
TEST_25947,Mud_Sandstone
TEST_25948,Gneiss
TEST_25949,Gneiss
TEST_25950,Gneiss
TEST_25951,Gneiss
TEST_25952,Gneiss
TEST_25953,Gneiss
TEST_25954,Gneiss
TEST_25955,Gneiss
TEST_25956,Gneiss
TEST_25957,Gneiss
TEST_25958,Gneiss
TEST_25959,Gneiss
TEST_25960,Gneiss
TEST_25961,Gneiss
TEST_25962,Gneiss
TEST_25963,Gneiss
TEST_25964,Gneiss
TEST_25965,Gneiss
TEST_25966,Gneiss
TEST_25967,Gneiss
TEST_25968,Gneiss
TEST_25969,Gneiss
TEST_25970,Gneiss
TEST_25971,Gneiss
TEST_25972,Gneiss
TEST_25973,Gneiss
TEST_25974,Gneiss
TEST_25975,Gneiss
TEST_25976,Gneiss
TEST_25977,Gneiss
TEST_25978,Gneiss
TEST_25979,Gneiss
TEST_25980,Gneiss
TEST_25981,Gneiss
TEST_25982,Gneiss
TEST_25983,Gneiss
TEST_25984,Gneiss
TEST_25985,Gneiss
TEST_25986,Gneiss
TEST_25987,Gneiss
TEST_25988,Gneiss
TEST_25989,Gneiss
TEST_25990,Gneiss
TEST_25991,Gneiss
TEST_25992,Gneiss
TEST_25993,Gneiss
TEST_25994,Gneiss
TEST_25995,Gneiss
TEST_25996,Gneiss
TEST_25997,Gneiss
TEST_25998,Gneiss
TEST_25999,Gneiss
TEST_26000,Gneiss
TEST_26001,Gneiss
TEST_26002,Gneiss
TEST_26003,Gneiss
TEST_26004,Weathered_Rock
TEST_26005,Gneiss
TEST_26006,Mud_Sandstone
TEST_26007,Gneiss
TEST_26008,Gneiss
TEST_26009,Gneiss
TEST_26010,Gneiss
TEST_26011,Gneiss
TEST_26012,Mud_Sandstone
TEST_26013,Weathered_Rock
TEST_26014,Gneiss
TEST_26015,Gneiss
TEST_26016,Gneiss
TEST_26017,Gneiss
TEST_26018,Gneiss
TEST_26019,Gneiss
TEST_26020,Gneiss
TEST_26021,Mud_Sandstone
TEST_26022,Gneiss
TEST_26023,Gneiss
TEST_26024,Gneiss
TEST_26025,Gneiss
TEST_26026,Gneiss
TEST_26027,Gneiss
TEST_26028,Gneiss
TEST_26029,Gneiss
TEST_26030,Gneiss
TEST_26031,Gneiss
TEST_26032,Gneiss
TEST_26033,Gneiss
TEST_26034,Mud_Sandstone
TEST_26035,Gneiss
TEST_26036,Gneiss
TEST_26037,Gneiss
TEST_26038,Gneiss
TEST_26039,Gneiss
TEST_26040,Gneiss
TEST_26041,Gneiss
TEST_26042,Gneiss
TEST_26043,Gneiss
TEST_26044,Gneiss
TEST_26045,Gneiss
TEST_26046,Gneiss
TEST_26047,Gneiss
TEST_26048,Gneiss
TEST_26049,Gneiss
TEST_26050,Gneiss
TEST_26051,Gneiss
TEST_26052,Gneiss
TEST_26053,Gneiss
TEST_26054,Gneiss
TEST_26055,Gneiss
TEST_26056,Gneiss
TEST_26057,Gneiss
TEST_26058,Gneiss
TEST_26059,Gneiss
TEST_26060,Gneiss
TEST_26061,Gneiss
TEST_26062,Gneiss
TEST_26063,Gneiss
TEST_26064,Gneiss
TEST_26065,Gneiss
TEST_26066,Gneiss
TEST_26067,Gneiss
TEST_26068,Gneiss
TEST_26069,Gneiss
TEST_26070,Gneiss
TEST_26071,Gneiss
TEST_26072,Gneiss
TEST_26073,Gneiss
TEST_26074,Gneiss
TEST_26075,Gneiss
TEST_26076,Gneiss
TEST_26077,Gneiss
TEST_26078,Gneiss
TEST_26079,Gneiss
TEST_26080,Gneiss
TEST_26081,Gneiss
TEST_26082,Gneiss
TEST_26083,Gneiss
TEST_26084,Gneiss
TEST_26085,Gneiss
TEST_26086,Gneiss
TEST_26087,Gneiss
TEST_26088,Gneiss
TEST_26089,Gneiss
TEST_26090,Gneiss
TEST_26091,Gneiss
TEST_26092,Gneiss
TEST_26093,Gneiss
TEST_26094,Gneiss
TEST_26095,Gneiss
TEST_26096,Gneiss
TEST_26097,Gneiss
TEST_26098,Gneiss
TEST_26099,Gneiss
TEST_26100,Gneiss
TEST_26101,Gneiss
TEST_26102,Gneiss
TEST_26103,Gneiss
TEST_26104,Gneiss
TEST_26105,Gneiss
TEST_26106,Gneiss
TEST_26107,Gneiss
TEST_26108,Gneiss
TEST_26109,Gneiss
TEST_26110,Gneiss
TEST_26111,Gneiss
TEST_26112,Gneiss
TEST_26113,Gneiss
TEST_26114,Gneiss
TEST_26115,Gneiss
TEST_26116,Gneiss
TEST_26117,Gneiss
TEST_26118,Gneiss
TEST_26119,Gneiss
TEST_26120,Gneiss
TEST_26121,Gneiss
TEST_26122,Gneiss
TEST_26123,Gneiss
TEST_26124,Gneiss
TEST_26125,Gneiss
TEST_26126,Gneiss
TEST_26127,Gneiss
TEST_26128,Gneiss
TEST_26129,Gneiss
TEST_26130,Gneiss
TEST_26131,Gneiss
TEST_26132,Gneiss
TEST_26133,Gneiss
TEST_26134,Gneiss
TEST_26135,Gneiss
TEST_26136,Gneiss
TEST_26137,Gneiss
TEST_26138,Gneiss
TEST_26139,Weathered_Rock
TEST_26140,Gneiss
TEST_26141,Gneiss
TEST_26142,Gneiss
TEST_26143,Gneiss
TEST_26144,Gneiss
TEST_26145,Gneiss
TEST_26146,Gneiss
TEST_26147,Gneiss
TEST_26148,Gneiss
TEST_26149,Gneiss
TEST_26150,Gneiss
TEST_26151,Gneiss
TEST_26152,Gneiss
TEST_26153,Gneiss
TEST_26154,Gneiss
TEST_26155,Gneiss
TEST_26156,Gneiss
TEST_26157,Gneiss
TEST_26158,Gneiss
TEST_26159,Gneiss
TEST_26160,Gneiss
TEST_26161,Gneiss
TEST_26162,Gneiss
TEST_26163,Gneiss
TEST_26164,Gneiss
TEST_26165,Gneiss
TEST_26166,Gneiss
TEST_26167,Gneiss
TEST_26168,Gneiss
TEST_26169,Gneiss
TEST_26170,Gneiss
TEST_26171,Gneiss
TEST_26172,Gneiss
TEST_26173,Gneiss
TEST_26174,Gneiss
TEST_26175,Gneiss
TEST_26176,Gneiss
TEST_26177,Gneiss
TEST_26178,Gneiss
TEST_26179,Gneiss
TEST_26180,Gneiss
TEST_26181,Gneiss
TEST_26182,Gneiss
TEST_26183,Gneiss
TEST_26184,Gneiss
TEST_26185,Gneiss
TEST_26186,Mud_Sandstone
TEST_26187,Gneiss
TEST_26188,Gneiss
TEST_26189,Gneiss
TEST_26190,Gneiss
TEST_26191,Gneiss
TEST_26192,Gneiss
TEST_26193,Gneiss
TEST_26194,Gneiss
TEST_26195,Gneiss
TEST_26196,Gneiss
TEST_26197,Gneiss
TEST_26198,Gneiss
TEST_26199,Gneiss
TEST_26200,Gneiss
TEST_26201,Gneiss
TEST_26202,Gneiss
TEST_26203,Gneiss
TEST_26204,Gneiss
TEST_26205,Gneiss
TEST_26206,Gneiss
TEST_26207,Gneiss
TEST_26208,Gneiss
TEST_26209,Gneiss
TEST_26210,Gneiss
TEST_26211,Gneiss
TEST_26212,Gneiss
TEST_26213,Gneiss
TEST_26214,Gneiss
TEST_26215,Gneiss
TEST_26216,Gneiss
TEST_26217,Gneiss
TEST_26218,Gneiss
TEST_26219,Gneiss
TEST_26220,Gneiss
TEST_26221,Gneiss
TEST_26222,Gneiss
TEST_26223,Gneiss
TEST_26224,Gneiss
TEST_26225,Gneiss
TEST_26226,Gneiss
TEST_26227,Gneiss
TEST_26228,Gneiss
TEST_26229,Gneiss
TEST_26230,Gneiss
TEST_26231,Gneiss
TEST_26232,Gneiss
TEST_26233,Gneiss
TEST_26234,Gneiss
TEST_26235,Gneiss
TEST_26236,Gneiss
TEST_26237,Gneiss
TEST_26238,Gneiss
TEST_26239,Gneiss
TEST_26240,Gneiss
TEST_26241,Gneiss
TEST_26242,Gneiss
TEST_26243,Gneiss
TEST_26244,Gneiss
TEST_26245,Gneiss
TEST_26246,Gneiss
TEST_26247,Gneiss
TEST_26248,Gneiss
TEST_26249,Gneiss
TEST_26250,Gneiss
TEST_26251,Gneiss
TEST_26252,Gneiss
TEST_26253,Gneiss
TEST_26254,Gneiss
TEST_26255,Gneiss
TEST_26256,Gneiss
TEST_26257,Gneiss
TEST_26258,Gneiss
TEST_26259,Gneiss
TEST_26260,Gneiss
TEST_26261,Gneiss
TEST_26262,Gneiss
TEST_26263,Gneiss
TEST_26264,Gneiss
TEST_26265,Gneiss
TEST_26266,Gneiss
TEST_26267,Gneiss
TEST_26268,Gneiss
TEST_26269,Gneiss
TEST_26270,Gneiss
TEST_26271,Gneiss
TEST_26272,Gneiss
TEST_26273,Gneiss
TEST_26274,Gneiss
TEST_26275,Gneiss
TEST_26276,Gneiss
TEST_26277,Gneiss
TEST_26278,Gneiss
TEST_26279,Gneiss
TEST_26280,Gneiss
TEST_26281,Gneiss
TEST_26282,Gneiss
TEST_26283,Gneiss
TEST_26284,Gneiss
TEST_26285,Gneiss
TEST_26286,Gneiss
TEST_26287,Gneiss
TEST_26288,Gneiss
TEST_26289,Gneiss
TEST_26290,Gneiss
TEST_26291,Gneiss
TEST_26292,Gneiss
TEST_26293,Gneiss
TEST_26294,Gneiss
TEST_26295,Gneiss
TEST_26296,Gneiss
TEST_26297,Gneiss
TEST_26298,Gneiss
TEST_26299,Gneiss
TEST_26300,Gneiss
TEST_26301,Gneiss
TEST_26302,Gneiss
TEST_26303,Gneiss
TEST_26304,Gneiss
TEST_26305,Gneiss
TEST_26306,Gneiss
TEST_26307,Gneiss
TEST_26308,Gneiss
TEST_26309,Gneiss
TEST_26310,Gneiss
TEST_26311,Gneiss
TEST_26312,Gneiss
TEST_26313,Gneiss
TEST_26314,Gneiss
TEST_26315,Gneiss
TEST_26316,Gneiss
TEST_26317,Gneiss
TEST_26318,Gneiss
TEST_26319,Gneiss
TEST_26320,Gneiss
TEST_26321,Gneiss
TEST_26322,Gneiss
TEST_26323,Gneiss
TEST_26324,Gneiss
TEST_26325,Gneiss
TEST_26326,Gneiss
TEST_26327,Gneiss
TEST_26328,Etc
TEST_26329,Gneiss
TEST_26330,Gneiss
TEST_26331,Gneiss
TEST_26332,Gneiss
TEST_26333,Gneiss
TEST_26334,Gneiss
TEST_26335,Gneiss
TEST_26336,Gneiss
TEST_26337,Gneiss
TEST_26338,Gneiss
TEST_26339,Gneiss
TEST_26340,Gneiss
TEST_26341,Gneiss
TEST_26342,Gneiss
TEST_26343,Gneiss
TEST_26344,Gneiss
TEST_26345,Gneiss
TEST_26346,Gneiss
TEST_26347,Gneiss
TEST_26348,Gneiss
TEST_26349,Gneiss
TEST_26350,Etc
TEST_26351,Gneiss
TEST_26352,Mud_Sandstone
TEST_26353,Gneiss
TEST_26354,Gneiss
TEST_26355,Gneiss
TEST_26356,Gneiss
TEST_26357,Gneiss
TEST_26358,Gneiss
TEST_26359,Gneiss
TEST_26360,Gneiss
TEST_26361,Gneiss
TEST_26362,Gneiss
TEST_26363,Gneiss
TEST_26364,Gneiss
TEST_26365,Granite
